Id,Rating
60525,1
60526,4
60527,5
60528,5
60529,5
60530,5
60531,1
60532,5
60533,5
60534,2
60535,5
60536,2
60537,5
60538,5
60539,5
60540,5
60541,1
60542,5
60543,5
60544,5
60545,5
60546,5
60547,1
60548,5
60549,1
60550,1
60551,1
60552,5
60553,1
60554,5
60555,5
60556,1
60557,5
60558,3
60559,1
60560,1
60561,1
60562,1
60563,5
60564,5
60565,5
60566,5
60567,1
60568,1
60569,5
60570,1
60571,1
60572,5
60573,5
60574,1
60575,5
60576,1
60577,1
60578,1
60579,5
60580,3
60581,5
60582,5
60583,5
60584,5
60585,5
60586,1
60587,1
60588,5
60589,5
60590,5
60591,5
60592,5
60593,5
60594,1
60595,5
60596,5
60597,5
60598,5
60599,1
60600,1
60601,1
60602,5
60603,1
60604,3
60605,2
60606,5
60607,1
60608,5
60609,5
60610,5
60611,5
60612,5
60613,1
60614,5
60615,3
60616,5
60617,5
60618,5
60619,1
60620,1
60621,5
60622,5
60623,1
60624,1
60625,1
60626,5
60627,5
60628,4
60629,1
60630,5
60631,5
60632,1
60633,5
60634,5
60635,1
60636,1
60637,2
60638,1
60639,5
60640,1
60641,1
60642,1
60643,1
60644,5
60645,1
60646,5
60647,1
60648,5
60649,5
60650,1
60651,1
60652,5
60653,5
60654,4
60655,5
60656,5
60657,1
60658,5
60659,1
60660,5
60661,1
60662,5
60663,5
60664,5
60665,1
60666,5
60667,1
60668,5
60669,5
60670,5
60671,5
60672,5
60673,1
60674,5
60675,1
60676,1
60677,5
60678,5
60679,1
60680,5
60681,5
60682,1
60683,5
60684,5
60685,5
60686,4
60687,1
60688,5
60689,5
60690,1
60691,1
60692,1
60693,5
60694,4
60695,1
60696,5
60697,1
60698,5
60699,5
60700,5
60701,1
60702,1
60703,5
60704,5
60705,1
60706,1
60707,5
60708,1
60709,5
60710,5
60711,5
60712,1
60713,1
60714,1
60715,5
60716,5
60717,1
60718,5
60719,5
60720,5
60721,4
60722,5
60723,1
60724,1
60725,5
60726,5
60727,5
60728,1
60729,5
60730,5
60731,5
60732,5
60733,5
60734,5
60735,5
60736,5
60737,1
60738,1
60739,1
60740,5
60741,1
60742,5
60743,5
60744,1
60745,4
60746,1
60747,4
60748,5
60749,1
60750,1
60751,3
60752,5
60753,5
60754,1
60755,5
60756,5
60757,5
60758,5
60759,1
60760,5
60761,5
60762,5
60763,1
60764,5
60765,5
60766,5
60767,5
60768,5
60769,5
60770,5
60771,4
60772,3
60773,5
60774,5
60775,5
60776,1
60777,5
60778,5
60779,1
60780,3
60781,5
60782,5
60783,5
60784,1
60785,5
60786,5
60787,1
60788,1
60789,5
60790,5
60791,5
60792,5
60793,1
60794,5
60795,5
60796,5
60797,5
60798,5
60799,5
60800,5
60801,5
60802,5
60803,5
60804,5
60805,5
60806,1
60807,3
60808,5
60809,1
60810,5
60811,5
60812,5
60813,5
60814,5
60815,5
60816,5
60817,5
60818,5
60819,5
60820,5
60821,1
60822,5
60823,5
60824,5
60825,5
60826,5
60827,5
60828,3
60829,5
60830,5
60831,1
60832,1
60833,5
60834,5
60835,5
60836,5
60837,1
60838,1
60839,5
60840,5
60841,5
60842,5
60843,5
60844,1
60845,1
60846,5
60847,5
60848,5
60849,5
60850,3
60851,1
60852,1
60853,5
60854,5
60855,5
60856,5
60857,1
60858,5
60859,1
60860,5
60861,5
60862,5
60863,5
60864,5
60865,5
60866,1
60867,5
60868,5
60869,5
60870,5
60871,5
60872,5
60873,5
60874,5
60875,1
60876,1
60877,1
60878,1
60879,5
60880,1
60881,1
60882,5
60883,2
60884,5
60885,5
60886,5
60887,1
60888,1
60889,5
60890,1
60891,5
60892,1
60893,5
60894,5
60895,1
60896,3
60897,1
60898,5
60899,5
60900,5
60901,5
60902,5
60903,5
60904,5
60905,5
60906,5
60907,1
60908,5
60909,5
60910,5
60911,1
60912,1
60913,2
60914,5
60915,1
60916,5
60917,1
60918,1
60919,5
60920,1
60921,1
60922,5
60923,5
60924,1
60925,5
60926,1
60927,5
60928,5
60929,1
60930,1
60931,1
60932,5
60933,5
60934,3
60935,1
60936,1
60937,2
60938,1
60939,5
60940,5
60941,5
60942,5
60943,1
60944,5
60945,5
60946,5
60947,5
60948,5
60949,5
60950,5
60951,4
60952,5
60953,5
60954,3
60955,5
60956,5
60957,1
60958,1
60959,5
60960,1
60961,1
60962,2
60963,1
60964,5
60965,5
60966,5
60967,1
60968,1
60969,1
60970,5
60971,5
60972,5
60973,5
60974,3
60975,1
60976,5
60977,5
60978,5
60979,5
60980,5
60981,5
60982,5
60983,1
60984,5
60985,1
60986,5
60987,1
60988,5
60989,5
60990,1
60991,1
60992,5
60993,1
60994,1
60995,1
60996,1
60997,1
60998,3
60999,1
61000,1
61001,5
61002,5
61003,5
61004,5
61005,5
61006,5
61007,5
61008,1
61009,5
61010,1
61011,1
61012,1
61013,5
61014,1
61015,5
61016,5
61017,1
61018,5
61019,1
61020,5
61021,1
61022,1
61023,5
61024,5
61025,5
61026,5
61027,5
61028,1
61029,1
61030,5
61031,2
61032,5
61033,2
61034,1
61035,5
61036,1
61037,1
61038,5
61039,5
61040,5
61041,3
61042,5
61043,5
61044,5
61045,5
61046,5
61047,5
61048,5
61049,1
61050,5
61051,5
61052,1
61053,4
61054,5
61055,5
61056,5
61057,5
61058,5
61059,1
61060,5
61061,3
61062,5
61063,1
61064,5
61065,1
61066,1
61067,5
61068,1
61069,5
61070,5
61071,1
61072,3
61073,1
61074,5
61075,5
61076,4
61077,5
61078,1
61079,5
61080,1
61081,1
61082,5
61083,5
61084,5
61085,1
61086,1
61087,1
61088,5
61089,5
61090,5
61091,1
61092,1
61093,4
61094,1
61095,5
61096,5
61097,5
61098,5
61099,1
61100,5
61101,1
61102,5
61103,1
61104,5
61105,1
61106,5
61107,3
61108,5
61109,1
61110,5
61111,3
61112,5
61113,1
61114,5
61115,5
61116,5
61117,5
61118,5
61119,5
61120,5
61121,5
61122,1
61123,5
61124,1
61125,1
61126,5
61127,1
61128,1
61129,5
61130,1
61131,5
61132,5
61133,5
61134,5
61135,1
61136,4
61137,5
61138,5
61139,5
61140,1
61141,1
61142,5
61143,5
61144,1
61145,5
61146,4
61147,5
61148,5
61149,5
61150,1
61151,5
61152,5
61153,5
61154,5
61155,5
61156,2
61157,5
61158,4
61159,1
61160,1
61161,5
61162,5
61163,4
61164,5
61165,5
61166,5
61167,5
61168,5
61169,5
61170,1
61171,1
61172,5
61173,2
61174,1
61175,1
61176,5
61177,1
61178,5
61179,5
61180,5
61181,5
61182,5
61183,5
61184,5
61185,5
61186,5
61187,5
61188,5
61189,1
61190,5
61191,1
61192,5
61193,5
61194,5
61195,5
61196,5
61197,5
61198,5
61199,5
61200,5
61201,5
61202,1
61203,5
61204,1
61205,1
61206,1
61207,5
61208,1
61209,2
61210,5
61211,5
61212,1
61213,1
61214,1
61215,1
61216,5
61217,1
61218,1
61219,5
61220,5
61221,1
61222,2
61223,1
61224,1
61225,1
61226,5
61227,1
61228,5
61229,5
61230,3
61231,5
61232,1
61233,1
61234,5
61235,5
61236,1
61237,5
61238,5
61239,5
61240,5
61241,1
61242,5
61243,1
61244,5
61245,1
61246,2
61247,5
61248,1
61249,5
61250,1
61251,5
61252,5
61253,5
61254,5
61255,5
61256,5
61257,1
61258,5
61259,5
61260,1
61261,5
61262,1
61263,5
61264,5
61265,5
61266,5
61267,1
61268,1
61269,1
61270,5
61271,5
61272,5
61273,4
61274,5
61275,1
61276,5
61277,1
61278,5
61279,1
61280,5
61281,1
61282,1
61283,5
61284,5
61285,5
61286,1
61287,5
61288,5
61289,5
61290,5
61291,5
61292,5
61293,1
61294,5
61295,1
61296,5
61297,5
61298,5
61299,1
61300,1
61301,5
61302,5
61303,5
61304,4
61305,5
61306,5
61307,1
61308,1
61309,5
61310,1
61311,5
61312,5
61313,5
61314,3
61315,5
61316,5
61317,3
61318,1
61319,1
61320,5
61321,3
61322,5
61323,5
61324,3
61325,5
61326,5
61327,5
61328,5
61329,3
61330,1
61331,5
61332,5
61333,5
61334,1
61335,5
61336,1
61337,5
61338,1
61339,1
61340,5
61341,5
61342,5
61343,5
61344,5
61345,5
61346,5
61347,5
61348,5
61349,1
61350,5
61351,5
61352,1
61353,5
61354,5
61355,1
61356,1
61357,5
61358,5
61359,1
61360,1
61361,1
61362,5
61363,5
61364,5
61365,5
61366,5
61367,5
61368,1
61369,1
61370,1
61371,5
61372,5
61373,5
61374,1
61375,1
61376,1
61377,5
61378,5
61379,1
61380,5
61381,1
61382,3
61383,5
61384,5
61385,5
61386,4
61387,1
61388,5
61389,1
61390,5
61391,5
61392,3
61393,5
61394,1
61395,5
61396,1
61397,5
61398,1
61399,1
61400,5
61401,5
61402,5
61403,5
61404,5
61405,1
61406,2
61407,1
61408,5
61409,5
61410,1
61411,5
61412,5
61413,1
61414,5
61415,1
61416,5
61417,5
61418,1
61419,5
61420,1
61421,5
61422,5
61423,1
61424,1
61425,5
61426,5
61427,1
61428,4
61429,5
61430,1
61431,1
61432,5
61433,1
61434,5
61435,1
61436,4
61437,1
61438,5
61439,1
61440,5
61441,4
61442,5
61443,5
61444,3
61445,5
61446,5
61447,5
61448,4
61449,5
61450,5
61451,1
61452,5
61453,5
61454,5
61455,5
61456,5
61457,5
61458,5
61459,5
61460,5
61461,1
61462,3
61463,5
61464,5
61465,1
61466,5
61467,3
61468,5
61469,5
61470,1
61471,5
61472,1
61473,1
61474,5
61475,5
61476,5
61477,5
61478,5
61479,5
61480,5
61481,5
61482,1
61483,1
61484,1
61485,1
61486,5
61487,4
61488,5
61489,5
61490,1
61491,1
61492,1
61493,1
61494,5
61495,5
61496,5
61497,5
61498,5
61499,5
61500,5
61501,5
61502,5
61503,1
61504,5
61505,1
61506,4
61507,5
61508,5
61509,5
61510,5
61511,5
61512,5
61513,1
61514,5
61515,5
61516,1
61517,5
61518,5
61519,5
61520,1
61521,5
61522,1
61523,5
61524,5
61525,5
61526,3
61527,1
61528,5
61529,5
61530,1
61531,5
61532,5
61533,5
61534,5
61535,1
61536,5
61537,5
61538,5
61539,1
61540,1
61541,3
61542,5
61543,5
61544,1
61545,5
61546,1
61547,1
61548,1
61549,5
61550,1
61551,5
61552,5
61553,3
61554,5
61555,5
61556,5
61557,1
61558,1
61559,2
61560,5
61561,3
61562,1
61563,5
61564,1
61565,1
61566,5
61567,5
61568,5
61569,5
61570,5
61571,5
61572,1
61573,5
61574,5
61575,1
61576,3
61577,5
61578,1
61579,5
61580,5
61581,5
61582,1
61583,2
61584,5
61585,1
61586,5
61587,5
61588,5
61589,1
61590,1
61591,1
61592,1
61593,5
61594,5
61595,1
61596,5
61597,2
61598,5
61599,5
61600,1
61601,5
61602,5
61603,5
61604,1
61605,1
61606,1
61607,5
61608,3
61609,5
61610,1
61611,5
61612,1
61613,5
61614,1
61615,5
61616,5
61617,5
61618,2
61619,5
61620,5
61621,4
61622,5
61623,5
61624,5
61625,5
61626,1
61627,5
61628,5
61629,1
61630,5
61631,5
61632,5
61633,5
61634,5
61635,1
61636,5
61637,5
61638,5
61639,1
61640,5
61641,5
61642,1
61643,1
61644,1
61645,1
61646,1
61647,5
61648,1
61649,5
61650,1
61651,5
61652,1
61653,5
61654,5
61655,5
61656,1
61657,1
61658,3
61659,5
61660,5
61661,5
61662,5
61663,1
61664,1
61665,5
61666,5
61667,4
61668,1
61669,5
61670,4
61671,1
61672,3
61673,5
61674,5
61675,1
61676,5
61677,5
61678,5
61679,5
61680,5
61681,5
61682,5
61683,1
61684,5
61685,5
61686,2
61687,5
61688,5
61689,5
61690,4
61691,5
61692,3
61693,5
61694,5
61695,1
61696,1
61697,5
61698,5
61699,5
61700,1
61701,5
61702,5
61703,4
61704,1
61705,5
61706,5
61707,4
61708,3
61709,5
61710,1
61711,5
61712,5
61713,5
61714,5
61715,1
61716,1
61717,5
61718,5
61719,5
61720,5
61721,5
61722,1
61723,5
61724,5
61725,5
61726,5
61727,1
61728,1
61729,1
61730,5
61731,5
61732,5
61733,5
61734,5
61735,5
61736,5
61737,5
61738,1
61739,5
61740,1
61741,5
61742,5
61743,1
61744,1
61745,5
61746,1
61747,1
61748,1
61749,3
61750,1
61751,1
61752,3
61753,5
61754,1
61755,5
61756,1
61757,5
61758,5
61759,5
61760,3
61761,3
61762,5
61763,5
61764,5
61765,1
61766,5
61767,5
61768,1
61769,5
61770,5
61771,5
61772,1
61773,1
61774,5
61775,5
61776,5
61777,5
61778,5
61779,1
61780,1
61781,1
61782,5
61783,5
61784,5
61785,5
61786,5
61787,5
61788,5
61789,1
61790,4
61791,5
61792,5
61793,5
61794,5
61795,5
61796,5
61797,5
61798,5
61799,5
61800,5
61801,1
61802,5
61803,3
61804,5
61805,1
61806,1
61807,1
61808,5
61809,5
61810,5
61811,1
61812,5
61813,5
61814,1
61815,5
61816,1
61817,1
61818,5
61819,5
61820,2
61821,5
61822,1
61823,1
61824,5
61825,1
61826,5
61827,5
61828,1
61829,5
61830,1
61831,5
61832,5
61833,5
61834,5
61835,5
61836,5
61837,3
61838,1
61839,3
61840,5
61841,1
61842,5
61843,5
61844,5
61845,5
61846,1
61847,1
61848,1
61849,5
61850,5
61851,5
61852,3
61853,5
61854,5
61855,5
61856,5
61857,1
61858,5
61859,3
61860,5
61861,5
61862,3
61863,1
61864,1
61865,1
61866,5
61867,1
61868,5
61869,5
61870,5
61871,5
61872,5
61873,4
61874,5
61875,1
61876,1
61877,5
61878,5
61879,5
61880,5
61881,5
61882,5
61883,3
61884,1
61885,1
61886,5
61887,5
61888,1
61889,5
61890,1
61891,5
61892,5
61893,1
61894,3
61895,5
61896,5
61897,1
61898,5
61899,1
61900,5
61901,5
61902,5
61903,5
61904,5
61905,5
61906,4
61907,1
61908,1
61909,1
61910,5
61911,5
61912,5
61913,5
61914,5
61915,5
61916,1
61917,1
61918,5
61919,5
61920,1
61921,1
61922,1
61923,4
61924,1
61925,5
61926,1
61927,1
61928,1
61929,5
61930,1
61931,5
61932,1
61933,5
61934,1
61935,5
61936,1
61937,5
61938,5
61939,3
61940,5
61941,1
61942,5
61943,5
61944,5
61945,5
61946,5
61947,1
61948,5
61949,3
61950,1
61951,5
61952,1
61953,1
61954,3
61955,3
61956,5
61957,1
61958,1
61959,5
61960,5
61961,4
61962,1
61963,5
61964,5
61965,1
61966,5
61967,5
61968,5
61969,1
61970,1
61971,5
61972,3
61973,1
61974,5
61975,5
61976,5
61977,5
61978,1
61979,5
61980,5
61981,1
61982,5
61983,5
61984,1
61985,1
61986,5
61987,5
61988,1
61989,1
61990,5
61991,5
61992,5
61993,5
61994,1
61995,5
61996,5
61997,5
61998,1
61999,1
62000,2
62001,1
62002,1
62003,3
62004,3
62005,5
62006,5
62007,5
62008,5
62009,1
62010,1
62011,5
62012,5
62013,1
62014,1
62015,1
62016,5
62017,3
62018,2
62019,5
62020,5
62021,5
62022,4
62023,1
62024,1
62025,1
62026,5
62027,5
62028,5
62029,4
62030,5
62031,5
62032,1
62033,5
62034,5
62035,1
62036,5
62037,1
62038,5
62039,1
62040,5
62041,1
62042,5
62043,5
62044,5
62045,5
62046,5
62047,5
62048,5
62049,1
62050,5
62051,5
62052,5
62053,1
62054,5
62055,5
62056,5
62057,5
62058,5
62059,5
62060,4
62061,5
62062,1
62063,1
62064,5
62065,5
62066,5
62067,5
62068,5
62069,5
62070,5
62071,5
62072,1
62073,5
62074,5
62075,1
62076,5
62077,5
62078,5
62079,5
62080,1
62081,5
62082,5
62083,5
62084,5
62085,5
62086,1
62087,5
62088,5
62089,1
62090,5
62091,1
62092,1
62093,5
62094,1
62095,5
62096,1
62097,5
62098,1
62099,5
62100,5
62101,5
62102,1
62103,5
62104,1
62105,5
62106,5
62107,5
62108,5
62109,5
62110,5
62111,5
62112,3
62113,5
62114,5
62115,3
62116,1
62117,5
62118,3
62119,5
62120,1
62121,5
62122,5
62123,1
62124,5
62125,2
62126,5
62127,5
62128,1
62129,5
62130,5
62131,5
62132,1
62133,5
62134,5
62135,5
62136,1
62137,5
62138,1
62139,5
62140,5
62141,5
62142,4
62143,3
62144,1
62145,1
62146,5
62147,1
62148,1
62149,2
62150,5
62151,5
62152,2
62153,1
62154,5
62155,5
62156,5
62157,5
62158,5
62159,5
62160,5
62161,5
62162,5
62163,5
62164,5
62165,5
62166,5
62167,5
62168,5
62169,2
62170,5
62171,5
62172,5
62173,1
62174,5
62175,5
62176,3
62177,5
62178,5
62179,5
62180,5
62181,5
62182,5
62183,3
62184,5
62185,5
62186,5
62187,4
62188,5
62189,5
62190,5
62191,5
62192,1
62193,5
62194,1
62195,1
62196,1
62197,5
62198,5
62199,1
62200,1
62201,1
62202,5
62203,4
62204,3
62205,4
62206,5
62207,5
62208,5
62209,5
62210,5
62211,5
62212,5
62213,1
62214,1
62215,5
62216,3
62217,5
62218,1
62219,5
62220,3
62221,1
62222,5
62223,1
62224,5
62225,5
62226,5
62227,5
62228,5
62229,1
62230,1
62231,5
62232,1
62233,5
62234,5
62235,5
62236,3
62237,5
62238,1
62239,1
62240,5
62241,2
62242,1
62243,5
62244,1
62245,5
62246,1
62247,5
62248,1
62249,5
62250,5
62251,2
62252,1
62253,1
62254,1
62255,5
62256,1
62257,5
62258,5
62259,5
62260,1
62261,5
62262,5
62263,5
62264,5
62265,1
62266,5
62267,1
62268,5
62269,5
62270,5
62271,1
62272,5
62273,5
62274,1
62275,1
62276,5
62277,1
62278,1
62279,5
62280,3
62281,1
62282,5
62283,1
62284,1
62285,5
62286,5
62287,5
62288,5
62289,5
62290,5
62291,4
62292,1
62293,5
62294,5
62295,5
62296,1
62297,5
62298,1
62299,5
62300,1
62301,5
62302,5
62303,3
62304,3
62305,3
62306,5
62307,5
62308,5
62309,5
62310,5
62311,5
62312,1
62313,1
62314,5
62315,1
62316,5
62317,5
62318,1
62319,1
62320,5
62321,1
62322,5
62323,5
62324,5
62325,5
62326,5
62327,1
62328,1
62329,5
62330,1
62331,5
62332,1
62333,1
62334,5
62335,5
62336,5
62337,1
62338,1
62339,1
62340,3
62341,1
62342,1
62343,5
62344,3
62345,5
62346,5
62347,5
62348,5
62349,5
62350,5
62351,5
62352,5
62353,1
62354,3
62355,5
62356,5
62357,1
62358,5
62359,3
62360,1
62361,5
62362,5
62363,4
62364,5
62365,1
62366,1
62367,5
62368,5
62369,1
62370,5
62371,2
62372,5
62373,5
62374,5
62375,1
62376,5
62377,1
62378,5
62379,5
62380,5
62381,5
62382,5
62383,1
62384,1
62385,5
62386,4
62387,5
62388,5
62389,2
62390,5
62391,1
62392,1
62393,5
62394,5
62395,3
62396,3
62397,5
62398,5
62399,5
62400,5
62401,1
62402,1
62403,5
62404,5
62405,5
62406,2
62407,3
62408,1
62409,1
62410,1
62411,5
62412,5
62413,3
62414,5
62415,1
62416,5
62417,5
62418,5
62419,1
62420,3
62421,1
62422,4
62423,1
62424,5
62425,5
62426,1
62427,1
62428,5
62429,1
62430,5
62431,5
62432,1
62433,5
62434,5
62435,1
62436,5
62437,5
62438,5
62439,1
62440,1
62441,1
62442,1
62443,1
62444,5
62445,1
62446,5
62447,5
62448,5
62449,1
62450,3
62451,1
62452,5
62453,5
62454,5
62455,5
62456,5
62457,5
62458,5
62459,5
62460,5
62461,1
62462,1
62463,1
62464,1
62465,5
62466,1
62467,5
62468,5
62469,5
62470,5
62471,5
62472,3
62473,5
62474,5
62475,5
62476,5
62477,1
62478,5
62479,1
62480,5
62481,1
62482,5
62483,5
62484,4
62485,5
62486,1
62487,3
62488,5
62489,1
62490,5
62491,5
62492,2
62493,5
62494,5
62495,1
62496,1
62497,4
62498,1
62499,5
62500,5
62501,5
62502,5
62503,1
62504,1
62505,3
62506,5
62507,5
62508,5
62509,4
62510,1
62511,5
62512,1
62513,5
62514,1
62515,5
62516,1
62517,3
62518,5
62519,1
62520,1
62521,5
62522,5
62523,1
62524,1
62525,1
62526,5
62527,5
62528,5
62529,1
62530,5
62531,5
62532,1
62533,5
62534,5
62535,5
62536,1
62537,5
62538,1
62539,1
62540,5
62541,4
62542,5
62543,5
62544,1
62545,5
62546,5
62547,5
62548,5
62549,5
62550,5
62551,1
62552,5
62553,5
62554,1
62555,1
62556,5
62557,1
62558,1
62559,1
62560,1
62561,5
62562,1
62563,5
62564,1
62565,3
62566,1
62567,5
62568,5
62569,5
62570,5
62571,5
62572,5
62573,1
62574,5
62575,5
62576,1
62577,5
62578,5
62579,5
62580,5
62581,5
62582,1
62583,5
62584,5
62585,1
62586,1
62587,5
62588,5
62589,1
62590,1
62591,5
62592,1
62593,5
62594,1
62595,5
62596,5
62597,5
62598,5
62599,5
62600,5
62601,5
62602,5
62603,1
62604,5
62605,5
62606,1
62607,5
62608,1
62609,5
62610,5
62611,5
62612,1
62613,5
62614,1
62615,1
62616,1
62617,1
62618,5
62619,1
62620,5
62621,5
62622,5
62623,1
62624,1
62625,5
62626,4
62627,2
62628,5
62629,5
62630,1
62631,1
62632,5
62633,4
62634,1
62635,1
62636,5
62637,1
62638,5
62639,5
62640,1
62641,5
62642,5
62643,1
62644,1
62645,3
62646,1
62647,5
62648,5
62649,5
62650,1
62651,5
62652,5
62653,1
62654,5
62655,1
62656,5
62657,5
62658,1
62659,1
62660,5
62661,3
62662,5
62663,5
62664,5
62665,5
62666,1
62667,5
62668,5
62669,5
62670,3
62671,5
62672,3
62673,5
62674,5
62675,1
62676,5
62677,1
62678,1
62679,5
62680,1
62681,5
62682,1
62683,1
62684,5
62685,1
62686,1
62687,5
62688,1
62689,5
62690,5
62691,1
62692,5
62693,5
62694,1
62695,5
62696,5
62697,5
62698,5
62699,5
62700,5
62701,1
62702,1
62703,1
62704,1
62705,1
62706,5
62707,1
62708,5
62709,5
62710,1
62711,5
62712,5
62713,1
62714,5
62715,5
62716,1
62717,5
62718,5
62719,1
62720,5
62721,1
62722,3
62723,5
62724,5
62725,1
62726,5
62727,1
62728,5
62729,1
62730,5
62731,5
62732,5
62733,5
62734,1
62735,1
62736,5
62737,1
62738,5
62739,5
62740,5
62741,5
62742,5
62743,5
62744,5
62745,3
62746,5
62747,5
62748,5
62749,5
62750,5
62751,1
62752,1
62753,1
62754,5
62755,3
62756,5
62757,5
62758,1
62759,3
62760,5
62761,5
62762,5
62763,5
62764,5
62765,5
62766,1
62767,5
62768,5
62769,5
62770,5
62771,5
62772,1
62773,5
62774,1
62775,5
62776,5
62777,1
62778,1
62779,5
62780,5
62781,4
62782,1
62783,5
62784,5
62785,3
62786,5
62787,5
62788,5
62789,1
62790,5
62791,5
62792,5
62793,5
62794,1
62795,5
62796,1
